EmployeeNumber,Attrition,Age,DailyRate,DistanceFromHome,HourlyRate,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,Education_2,Education_3,Education_4,Education_5,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,EnvironmentSatisfaction_2,EnvironmentSatisfaction_3,EnvironmentSatisfaction_4,Gender_Male,JobInvolvement_2,JobInvolvement_3,JobInvolvement_4,JobLevel_2,JobLevel_3,JobLevel_4,JobLevel_5,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
2276,0,45,1050,9,65,3,5593,17970,1,1,0,13,3,4,80,1,15,2,3,15,10,4,12,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2277,0,52,994,7,87,2,10445,15322,7,1,0,19,3,4,80,0,18,4,3,8,6,4,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2278,0,38,770,10,73,3,8740,5569,0,1,1,14,3,2,80,2,9,2,3,8,7,2,7,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2279,0,29,1107,28,93,4,2514,26968,4,1,0,22,4,1,80,1,11,1,3,7,5,1,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2280,0,28,950,3,93,2,7655,8039,0,1,0,17,3,2,80,3,10,3,2,9,7,1,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2281,0,46,406,3,52,3,17465,15596,3,1,0,12,3,4,80,1,23,3,3,12,9,4,9,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2282,0,38,130,2,32,2,7351,20619,7,1,0,16,3,3,80,0,10,2,3,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2283,0,43,1082,27,83,1,10820,11535,8,1,0,11,3,3,80,1,18,1,3,8,7,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
2284,1,39,203,2,84,4,12169,13547,7,1,0,11,3,4,80,3,21,4,3,18,7,11,5,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2285,0,40,1308,14,44,3,19626,17544,1,1,0,14,3,1,80,0,21,2,4,20,7,4,9,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2286,0,21,984,1,70,2,2070,25326,1,1,1,11,3,3,80,0,2,6,4,2,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2287,0,39,439,9,70,2,6782,8770,9,1,0,15,3,3,80,0,9,2,2,5,4,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2288,0,36,217,18,78,4,7779,23238,2,1,0,20,4,1,80,0,18,0,3,11,9,0,9,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2289,0,31,793,20,67,4,2791,21981,0,1,0,12,3,1,80,1,3,4,3,2,2,2,2,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
2290,0,28,1451,2,67,2,3201,19911,0,1,0,17,3,1,80,0,6,2,1,5,3,0,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2291,0,35,1182,11,54,4,4968,18500,1,1,0,11,3,4,80,1,5,3,3,5,2,0,2,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2292,0,49,174,8,56,2,13120,11879,6,1,0,17,3,2,80,1,22,3,3,9,8,2,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
2293,0,34,1003,2,95,3,4033,15834,2,1,0,11,3,4,80,0,5,3,2,3,2,0,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
2294,0,29,490,10,61,2,3291,17940,0,1,0,14,3,4,80,2,8,2,2,7,5,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2295,0,42,188,29,56,4,4272,9558,4,1,0,19,3,1,80,0,16,3,3,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
2296,0,29,718,8,79,4,5056,17689,1,1,1,15,3,3,80,1,10,2,2,10,7,1,2,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2297,0,38,433,1,37,3,2844,6004,1,1,0,13,3,4,80,1,7,2,4,7,6,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2298,0,28,773,6,39,3,2703,22088,1,1,1,14,3,4,80,1,3,2,3,3,1,0,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2299,1,18,247,8,80,3,1904,13556,1,1,0,12,3,4,80,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2300,1,33,603,9,77,1,8224,18385,0,1,1,17,3,1,80,0,6,3,3,5,2,0,3,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2301,0,41,167,12,46,4,4766,9051,3,1,1,11,3,1,80,1,6,4,3,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2302,1,31,874,15,72,3,2610,6233,1,1,0,12,3,3,80,1,2,5,2,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2303,0,37,367,25,52,4,5731,17171,7,1,0,13,3,3,80,2,9,2,3,6,2,1,3,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2304,0,27,199,6,55,3,2539,7950,1,1,0,13,3,3,80,1,4,0,3,4,2,2,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2305,0,34,1400,9,70,3,5714,5829,1,1,0,20,4,1,80,0,6,3,2,6,5,1,3,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2306,0,35,528,8,100,3,4323,7108,1,1,0,17,3,2,80,0,6,2,1,5,4,1,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
2307,1,29,408,23,45,1,7336,11162,1,1,0,13,3,1,80,1,11,3,1,11,8,3,10,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2308,0,40,593,9,88,3,13499,13782,9,1,0,17,3,3,80,0,20,3,2,18,7,2,13,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
2309,1,42,481,12,44,1,13758,2447,0,1,1,12,3,2,80,0,22,2,2,21,9,13,14,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2310,0,42,647,4,45,1,5155,2253,7,1,0,13,3,4,80,0,9,3,4,6,4,1,5,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2311,0,35,982,1,58,3,2258,16340,6,1,0,12,3,2,80,1,10,2,3,8,0,1,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2312,0,24,477,24,49,2,3597,6409,8,1,0,22,4,4,80,0,6,2,3,4,3,1,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2313,1,28,1485,12,79,4,2515,22955,1,1,1,11,3,4,80,0,1,4,2,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2314,0,26,1384,3,82,4,4420,13421,1,1,0,22,4,2,80,1,8,2,3,8,7,0,7,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2315,0,30,852,10,72,3,6578,2706,1,1,0,18,3,1,80,1,10,3,3,10,3,1,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2316,0,40,902,26,92,4,4422,21203,3,1,1,13,3,4,80,1,16,3,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
2317,0,35,819,2,44,2,10274,19588,2,1,0,18,3,2,80,1,15,2,4,7,7,6,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2318,0,34,669,1,97,1,5343,25755,0,1,0,20,4,3,80,0,14,3,3,13,9,4,9,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2319,0,35,636,4,47,4,2376,26537,1,1,0,13,3,2,80,1,2,2,4,2,2,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2320,1,43,1372,9,85,3,5346,9489,8,1,0,13,3,2,80,0,7,2,2,4,3,1,3,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2321,0,32,862,2,76,1,2827,14947,1,1,0,12,3,3,80,3,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2322,0,56,718,4,92,1,19943,18575,4,1,0,13,3,4,80,1,28,2,3,5,2,4,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2323,0,29,1401,6,54,4,3131,26342,1,1,0,13,3,1,80,1,10,5,3,10,8,0,8,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2324,0,19,645,9,54,1,2552,7172,1,1,0,25,4,3,80,0,1,4,3,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2325,0,45,1457,7,83,3,4477,20100,4,1,1,19,3,3,80,1,7,2,2,3,2,0,2,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2326,0,37,977,1,56,4,6474,9961,1,1,0,13,3,2,80,1,14,2,2,14,8,3,11,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
2327,0,20,805,3,87,3,3033,12828,1,1,0,12,3,1,80,0,2,2,2,2,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2328,1,44,1097,10,96,3,2936,10826,1,1,1,11,3,3,80,0,6,4,3,6,4,0,2,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2329,0,53,1223,7,50,3,18606,18640,3,1,0,18,3,2,80,1,26,6,3,7,7,4,7,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2330,0,29,942,15,69,4,2168,26933,0,1,1,18,3,1,80,1,6,2,2,5,4,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2331,1,22,1256,3,48,4,2853,4223,0,1,1,11,3,2,80,1,1,5,3,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2332,0,46,1402,2,69,1,17048,24097,8,1,0,23,4,1,80,0,28,2,3,26,15,15,9,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2333,0,44,111,17,74,3,2290,4279,2,1,0,13,3,4,80,0,6,3,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2334,0,33,147,2,99,3,3600,8429,1,1,0,13,3,4,80,1,5,2,3,5,4,1,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2335,1,41,906,5,95,1,2107,20293,6,1,0,17,3,1,80,1,5,2,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2336,0,30,1329,29,61,1,4115,13192,8,1,0,19,3,3,80,3,8,3,3,4,3,0,3,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2337,0,40,1184,2,62,2,4327,25440,5,1,0,12,3,4,80,3,5,2,3,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2338,0,50,1421,2,30,1,17856,9490,2,1,0,22,4,3,80,1,32,3,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
2339,0,28,1179,19,78,1,3196,12449,1,1,0,12,3,3,80,3,6,2,3,6,5,3,3,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2340,0,46,1450,15,52,2,19081,10849,5,1,0,11,3,1,80,1,25,2,3,4,2,0,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2341,0,35,1361,17,94,1,8966,21026,3,1,1,15,3,4,80,3,15,2,3,7,7,1,7,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2342,1,24,984,17,97,2,2210,3372,1,1,0,13,3,1,80,1,1,3,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2343,0,33,1146,25,82,3,4539,4905,1,1,0,12,3,1,80,1,10,3,2,10,7,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
2344,0,36,917,6,60,3,2741,6865,1,1,0,14,3,3,80,1,7,4,3,7,7,1,7,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2345,0,30,853,7,49,3,3491,11309,1,1,0,13,3,1,80,3,10,4,2,10,7,8,9,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
2346,0,44,200,29,32,4,4541,7744,1,1,0,25,4,2,80,0,20,3,3,20,11,13,17,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2347,0,20,654,21,43,4,2678,5050,1,1,0,17,3,4,80,0,2,2,3,2,1,2,2,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2348,0,46,150,2,60,4,7379,17433,2,1,0,11,3,3,80,1,12,3,2,6,3,1,4,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
2349,0,42,179,2,79,1,6272,12858,7,1,0,16,3,1,80,1,10,3,4,4,3,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0
2350,0,60,696,7,52,4,5220,10893,0,1,1,18,3,2,80,1,12,3,3,11,7,1,9,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2351,0,32,116,13,77,2,2743,7331,1,1,0,20,4,3,80,1,2,2,3,2,2,2,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2352,0,32,1316,2,38,3,4998,2338,4,1,1,14,3,4,80,0,10,2,3,8,7,0,7,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2353,0,36,363,1,77,1,10252,4235,2,1,1,21,4,3,80,1,17,2,3,7,7,7,7,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2354,0,33,117,9,60,4,2781,6311,0,1,0,13,3,2,80,1,15,5,3,14,10,4,10,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2355,0,40,107,10,84,2,6852,11591,7,1,0,12,3,2,80,1,7,2,4,5,1,1,3,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2356,0,25,1356,10,57,4,4950,20623,0,1,0,14,3,2,80,0,5,4,3,4,3,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2357,0,30,1465,1,63,2,3579,9369,0,1,1,21,4,1,80,1,12,2,3,11,9,5,7,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2358,0,42,458,26,60,1,13191,23281,3,1,1,17,3,3,80,0,20,6,3,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
2359,0,35,1212,8,78,4,10377,13755,4,1,1,11,3,2,80,1,16,6,2,13,2,4,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
2360,0,27,1103,14,42,1,2235,14377,1,1,1,14,3,4,80,2,9,3,2,9,7,6,8,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2361,0,54,966,1,53,3,10502,9659,7,1,0,17,3,1,80,1,33,2,1,5,4,1,4,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2362,0,44,1117,2,72,4,2011,19982,1,1,0,13,3,4,80,1,10,5,3,10,5,7,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2363,1,19,504,10,96,2,1859,6148,1,1,1,25,4,2,80,0,1,2,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2364,0,29,1010,1,97,4,3760,5598,1,1,0,15,3,1,80,3,3,5,3,3,2,1,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2365,0,54,685,3,85,4,17779,23474,3,1,0,14,3,1,80,0,36,2,3,10,9,0,9,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
2366,0,31,1332,11,80,1,6833,17089,1,1,1,12,3,4,80,0,6,2,2,6,5,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2367,0,31,1062,24,96,1,6812,17198,1,1,0,19,3,2,80,0,10,2,3,10,9,1,8,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2368,0,59,326,3,48,4,5171,16490,5,1,0,17,3,4,80,0,13,2,3,6,1,0,5,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2369,0,43,920,3,96,4,19740,18625,3,1,0,14,3,2,80,1,25,2,3,8,7,0,7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2370,0,49,1098,4,85,3,18711,12124,2,1,0,13,3,3,80,1,23,2,4,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2371,0,36,469,3,46,2,3692,9256,1,1,0,12,3,3,80,0,12,2,2,11,10,0,7,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2372,0,48,969,2,76,2,2559,16620,5,1,0,11,3,3,80,0,7,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2373,0,27,1167,4,76,3,2517,3208,1,1,0,11,3,2,80,3,5,2,3,5,3,0,3,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2374,0,29,1329,7,82,4,6623,4204,1,1,1,11,3,2,80,2,6,2,3,6,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,0,48,715,1,76,4,18265,8733,6,1,0,12,3,3,80,0,25,3,4,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
2376,0,29,694,1,87,4,16124,3423,3,1,0,14,3,2,80,2,9,2,2,7,7,1,7,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2377,0,34,1320,20,89,3,2585,21643,0,1,0,17,3,4,80,0,2,5,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2378,0,44,1099,5,88,2,18213,8751,7,1,0,11,3,3,80,1,26,5,3,22,9,3,10,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
2379,0,33,536,10,82,3,8380,21708,0,1,1,14,3,4,80,2,10,3,3,9,8,0,8,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2380,0,19,265,25,57,4,2994,21221,1,1,1,12,3,4,80,0,1,2,3,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2381,0,23,373,1,47,3,1223,16901,1,1,0,22,4,4,80,1,1,2,3,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2382,1,25,599,24,73,4,1118,8040,1,1,1,14,3,4,80,0,1,4,3,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2383,0,26,583,4,53,4,2875,9973,1,1,1,20,4,2,80,0,8,2,2,8,5,2,2,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
2384,1,45,1449,2,94,2,18824,2493,2,1,1,16,3,1,80,0,26,2,3,24,10,1,11,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
2385,0,55,177,8,37,2,13577,25592,1,1,1,15,3,4,80,1,34,3,3,33,9,15,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2386,1,21,251,10,45,3,2625,25308,1,1,0,20,4,3,80,0,2,2,1,2,2,2,2,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
2387,0,46,168,4,33,2,18789,9946,2,1,0,14,3,3,80,1,26,2,3,11,4,0,8,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
